2025-12-17 09:59:43,439 | INFO | LogisticRegression: C=200
2025-12-17 09:59:43,577 | INFO | LogisticRegression: C=300
2025-12-17 09:59:43,740 | INFO | LogisticRegression: C=500
2025-12-17 09:59:43,891 | INFO | LogisticRegression: C=700
2025-12-17 09:59:44,036 | INFO | LogisticRegression: C=900
2025-12-17 09:59:44,198 | INFO | LogisticRegression: C=1000
2025-12-17 09:59:44,354 | INFO | RandomForest: n_estimators=50, depth=5
2025-12-17 09:59:44,712 | INFO | RandomForest: n_estimators=50, depth=10
2025-12-17 09:59:45,113 | INFO | RandomForest: n_estimators=50, depth=15
2025-12-17 09:59:45,607 | INFO | RandomForest: n_estimators=50, depth=20
2025-12-17 09:59:46,186 | INFO | RandomForest: n_estimators=100, depth=5
2025-12-17 09:59:46,768 | INFO | RandomForest: n_estimators=100, depth=10
2025-12-17 09:59:47,474 | INFO | RandomForest: n_estimators=100, depth=15
2025-12-17 09:59:48,326 | INFO | RandomForest: n_estimators=100, depth=20
2025-12-17 09:59:49,348 | INFO | RandomForest: n_estimators=150, depth=5
2025-12-17 09:59:50,120 | INFO | RandomForest: n_estimators=150, depth=10
2025-12-17 09:59:51,116 | INFO | RandomForest: n_estimators=150, depth=15
2025-12-17 09:59:52,294 | INFO | RandomForest: n_estimators=150, depth=20
2025-12-17 09:59:53,779 | INFO | RandomForest: n_estimators=200, depth=5
2025-12-17 09:59:54,839 | INFO | RandomForest: n_estimators=200, depth=10
2025-12-17 09:59:56,185 | INFO | RandomForest: n_estimators=200, depth=15
2025-12-17 09:59:57,970 | INFO | RandomForest: n_estimators=200, depth=20
2025-12-17 09:59:59,994 | INFO | RandomForest: n_estimators=300, depth=5
2025-12-17 10:00:01,539 | INFO | RandomForest: n_estimators=300, depth=10
2025-12-17 10:00:03,426 | INFO | RandomForest: n_estimators=300, depth=15
2025-12-17 10:00:05,734 | INFO | RandomForest: n_estimators=300, depth=20
2025-12-17 10:00:08,539 | INFO | AdaBoost: n_estimators=50, lr=0.01
2025-12-17 10:00:26,870 | INFO | AdaBoost: n_estimators=50, lr=0.05
2025-12-17 10:00:45,270 | INFO | AdaBoost: n_estimators=50, lr=0.1
2025-12-17 10:01:03,505 | INFO | AdaBoost: n_estimators=50, lr=0.5
2025-12-17 10:01:22,554 | INFO | AdaBoost: n_estimators=100, lr=0.01
2025-12-17 10:02:00,665 | INFO | AdaBoost: n_estimators=100, lr=0.05
2025-12-17 10:02:37,688 | INFO | AdaBoost: n_estimators=100, lr=0.1
2025-12-17 10:03:15,065 | INFO | AdaBoost: n_estimators=100, lr=0.5
2025-12-17 10:03:52,861 | INFO | AdaBoost: n_estimators=150, lr=0.01
2025-12-17 10:04:49,897 | INFO | AdaBoost: n_estimators=150, lr=0.05
2025-12-17 10:05:46,358 | INFO | AdaBoost: n_estimators=150, lr=0.1
2025-12-17 10:06:43,587 | INFO | AdaBoost: n_estimators=150, lr=0.5
2025-12-17 10:07:38,736 | INFO | AdaBoost: n_estimators=200, lr=0.01
2025-12-17 10:08:53,570 | INFO | AdaBoost: n_estimators=200, lr=0.05
2025-12-17 10:10:06,830 | INFO | AdaBoost: n_estimators=200, lr=0.1
2025-12-17 10:11:20,441 | INFO | AdaBoost: n_estimators=200, lr=0.5
2025-12-17 10:12:33,889 | INFO | AdaBoost: n_estimators=300, lr=0.01
2025-12-17 10:14:23,739 | INFO | AdaBoost: n_estimators=300, lr=0.05
2025-12-17 10:16:14,291 | INFO | AdaBoost: n_estimators=300, lr=0.1
2025-12-17 10:18:03,050 | INFO | AdaBoost: n_estimators=300, lr=0.5
2025-12-17 10:19:52,013 | INFO | TF-IDF UNIGRAM (3 models) finished
